      X                Y
0.96175930879962     31.082780510344
5.2958916393582     31.169463156955
6.1193767821643     30.43266066076
16.304587758977     30.389319337454
18.298288631034     29.132420961592
18.428312600951     2.8675790384075
15.567785262782     2.5208484519628
15.177713353032     1.5239980159344
9.9767545563614     1.4373153693232
8.6765148571939     3.6477228579081
8.1564189775268     6.0314956397153
6.9428619249704     5.9448129931041
6.7261553084425     4.8612799104645
5.6426222258029     3.864429474436
4.8191370829967     2.9976030083243
4.68911311308     2.0007525722958
3.0854841507733     0.48380625660032
2.6520709177175     1.3072913994064
2.5220469478007     14.179664421165
3.5622387071348     14.959808240666
3.5622387071348     16.693461172889
2.7820948876342     17.690311608918
1.4385138651611     18.990551308085
1.6118791583834     19.423964541141
8.3731255940548     19.640671157669
8.4164669173604     22.241150556004
1.9586097448281     22.544539819143
0.57168739904935     24.061486134839
0.96175930879962     31.082780510344
